location,date,vaccine,total_vaccinations
Lithuania,2/17/2021,Oxford/AstraZeneca,10574
Lithuania,2/17/2021,Pfizer/BioNTech,148619
Lithuania,2/18/2021,Moderna,8858
Lithuania,2/18/2021,Oxford/AstraZeneca,12048
Lithuania,2/18/2021,Pfizer/BioNTech,157929
Lithuania,2/19/2021,Moderna,9335
Lithuania,2/19/2021,Oxford/AstraZeneca,14804
Lithuania,2/19/2021,Pfizer/BioNTech,165141
Lithuania,2/20/2021,Oxford/AstraZeneca,15109
Lithuania,2/20/2021,Pfizer/BioNTech,165845
Lithuania,2/22/2021,Moderna,9504
Lithuania,2/22/2021,Oxford/AstraZeneca,17177
Lithuania,2/22/2021,Pfizer/BioNTech,169080
Lithuania,2/23/2021,Moderna,9917
Lithuania,2/23/2021,Oxford/AstraZeneca,19173
Lithuania,2/23/2021,Pfizer/BioNTech,175296
Lithuania,2/24/2021,Moderna,10050
Lithuania,2/24/2021,Oxford/AstraZeneca,21877
Lithuania,2/24/2021,Pfizer/BioNTech,184125
Lithuania,2/25/2021,Moderna,10761
Lithuania,2/25/2021,Oxford/AstraZeneca,25948
Lithuania,2/25/2021,Pfizer/BioNTech,191160
Lithuania,2/26/2021,Moderna,12264
Lithuania,2/26/2021,Oxford/AstraZeneca,30206
Lithuania,2/26/2021,Pfizer/BioNTech,195372
Lithuania,2/27/2021,Oxford/AstraZeneca,30763
Lithuania,2/27/2021,Pfizer/BioNTech,195514
Lithuania,2/28/2021,Oxford/AstraZeneca,31122
Lithuania,2/28/2021,Pfizer/BioNTech,195565
Lithuania,3/1/2021,Moderna,15724
Lithuania,3/1/2021,Oxford/AstraZeneca,33919
Lithuania,3/1/2021,Pfizer/BioNTech,196838
Lithuania,3/2/2021,Moderna,17608
Lithuania,3/2/2021,Oxford/AstraZeneca,35587
Lithuania,3/2/2021,Pfizer/BioNTech,202614
Lithuania,3/3/2021,Moderna,19406
Lithuania,3/3/2021,Oxford/AstraZeneca,38715
Lithuania,3/3/2021,Pfizer/BioNTech,209592
Lithuania,3/4/2021,Moderna,20471
Lithuania,3/4/2021,Oxford/AstraZeneca,42167
Lithuania,3/4/2021,Pfizer/BioNTech,220427
Lithuania,3/5/2021,Moderna,21051
Lithuania,3/5/2021,Oxford/AstraZeneca,46431
Lithuania,3/5/2021,Pfizer/BioNTech,229515
Lithuania,3/6/2021,Moderna,21139
Lithuania,3/6/2021,Oxford/AstraZeneca,46694
Lithuania,3/6/2021,Pfizer/BioNTech,229789
Lithuania,3/7/2021,Pfizer/BioNTech,229790
Lithuania,3/8/2021,Moderna,21621
Lithuania,3/8/2021,Oxford/AstraZeneca,53376
Lithuania,3/8/2021,Pfizer/BioNTech,231518
Lithuania,3/9/2021,Moderna,22586
Lithuania,3/9/2021,Oxford/AstraZeneca,56131
Lithuania,3/9/2021,Pfizer/BioNTech,239657
Lithuania,3/10/2021,Moderna,22779
Lithuania,3/10/2021,Oxford/AstraZeneca,62142
Lithuania,3/10/2021,Pfizer/BioNTech,249051
Lithuania,3/11/2021,Oxford/AstraZeneca,62498
Lithuania,3/11/2021,Pfizer/BioNTech,249831
Lithuania,3/12/2021,Moderna,23033
Lithuania,3/12/2021,Oxford/AstraZeneca,68694
Lithuania,3/12/2021,Pfizer/BioNTech,261279
Lithuania,3/13/2021,Oxford/AstraZeneca,68982
Lithuania,3/13/2021,Pfizer/BioNTech,262736
Lithuania,3/14/2021,Oxford/AstraZeneca,68990
Lithuania,3/14/2021,Pfizer/BioNTech,262752
Lithuania,3/15/2021,Moderna,23133
Lithuania,3/15/2021,Oxford/AstraZeneca,74747
Lithuania,3/15/2021,Pfizer/BioNTech,264867
Lithuania,3/16/2021,Moderna,23335
Lithuania,3/16/2021,Oxford/AstraZeneca,78075
Lithuania,3/16/2021,Pfizer/BioNTech,271532
Lithuania,3/17/2021,Moderna,23441
Lithuania,3/17/2021,Oxford/AstraZeneca,78171
Lithuania,3/17/2021,Pfizer/BioNTech,281855
Lithuania,3/18/2021,Moderna,23572
Lithuania,3/18/2021,Oxford/AstraZeneca,78198
Lithuania,3/18/2021,Pfizer/BioNTech,290075
Lithuania,3/19/2021,Moderna,25781
Lithuania,3/19/2021,Oxford/AstraZeneca,78723
Lithuania,3/19/2021,Pfizer/BioNTech,296587
Lithuania,3/20/2021,Moderna,26315
Lithuania,3/20/2021,Pfizer/BioNTech,296787
Lithuania,3/21/2021,Moderna,26317
Lithuania,3/21/2021,Pfizer/BioNTech,296817
Lithuania,3/22/2021,Moderna,31114
Lithuania,3/22/2021,Oxford/AstraZeneca,81013
Lithuania,3/22/2021,Pfizer/BioNTech,297934
Lithuania,3/23/2021,Moderna,32671
Lithuania,3/23/2021,Oxford/AstraZeneca,83777
Lithuania,3/23/2021,Pfizer/BioNTech,306456
Lithuania,3/24/2021,Moderna,33785
Lithuania,3/24/2021,Oxford/AstraZeneca,88364
Lithuania,3/24/2021,Pfizer/BioNTech,318340
Lithuania,3/25/2021,Moderna,34790
Lithuania,3/25/2021,Oxford/AstraZeneca,92802
Lithuania,3/25/2021,Pfizer/BioNTech,329845
Lithuania,3/26/2021,Moderna,36414
Lithuania,3/26/2021,Oxford/AstraZeneca,98351
Lithuania,3/26/2021,Pfizer/BioNTech,339069
Lithuania,3/27/2021,Moderna,36490
Lithuania,3/27/2021,Oxford/AstraZeneca,101170
Lithuania,3/27/2021,Pfizer/BioNTech,339319
Lithuania,3/28/2021,Oxford/AstraZeneca,101270
Lithuania,3/28/2021,Pfizer/BioNTech,339403
Lithuania,3/29/2021,Moderna,37911
Lithuania,3/29/2021,Oxford/AstraZeneca,106722
Lithuania,3/29/2021,Pfizer/BioNTech,340390
Lithuania,3/30/2021,Moderna,38093
Lithuania,3/30/2021,Oxford/AstraZeneca,109201
Lithuania,3/30/2021,Pfizer/BioNTech,350526
Lithuania,3/31/2021,Moderna,39527
Lithuania,3/31/2021,Oxford/AstraZeneca,111253
Lithuania,3/31/2021,Pfizer/BioNTech,367697
Lithuania,4/1/2021,Moderna,46726
Lithuania,4/1/2021,Oxford/AstraZeneca,114090
Lithuania,4/1/2021,Pfizer/BioNTech,375797
Lithuania,4/2/2021,Moderna,53211
Lithuania,4/2/2021,Oxford/AstraZeneca,119743
Lithuania,4/2/2021,Pfizer/BioNTech,383298
Lithuania,4/3/2021,Moderna,53404
Lithuania,4/3/2021,Oxford/AstraZeneca,127447
Lithuania,4/3/2021,Pfizer/BioNTech,384058
Lithuania,4/4/2021,Oxford/AstraZeneca,129850
Lithuania,4/4/2021,Pfizer/BioNTech,384064
Lithuania,4/5/2021,Moderna,53414
Lithuania,4/5/2021,Oxford/AstraZeneca,133360
Lithuania,4/5/2021,Pfizer/BioNTech,384257
Lithuania,4/6/2021,Moderna,56078
Lithuania,4/6/2021,Oxford/AstraZeneca,143925
Lithuania,4/6/2021,Pfizer/BioNTech,385691
Lithuania,4/7/2021,Moderna,57329
Lithuania,4/7/2021,Oxford/AstraZeneca,153807
Lithuania,4/7/2021,Pfizer/BioNTech,387231
Lithuania,4/8/2021,Moderna,58711
Lithuania,4/8/2021,Oxford/AstraZeneca,156513
Lithuania,4/8/2021,Pfizer/BioNTech,409915
Lithuania,4/9/2021,Moderna,59140
Lithuania,4/9/2021,Oxford/AstraZeneca,161743
Lithuania,4/9/2021,Pfizer/BioNTech,437590
Lithuania,4/10/2021,Moderna,59216
Lithuania,4/10/2021,Oxford/AstraZeneca,165919
Lithuania,4/10/2021,Pfizer/BioNTech,448906
Lithuania,4/11/2021,Moderna,59270
Lithuania,4/11/2021,Oxford/AstraZeneca,166537
Lithuania,4/11/2021,Pfizer/BioNTech,449949
Lithuania,4/12/2021,Moderna,59564
Lithuania,4/12/2021,Oxford/AstraZeneca,170511
Lithuania,4/12/2021,Pfizer/BioNTech,454405
Lithuania,4/13/2021,Moderna,59965
Lithuania,4/13/2021,Oxford/AstraZeneca,173034
Lithuania,4/13/2021,Pfizer/BioNTech,470164
Lithuania,4/14/2021,Moderna,60177
Lithuania,4/14/2021,Oxford/AstraZeneca,174011
Lithuania,4/14/2021,Pfizer/BioNTech,495265
Lithuania,4/15/2021,Moderna,60422
Lithuania,4/15/2021,Oxford/AstraZeneca,177038
Lithuania,4/15/2021,Pfizer/BioNTech,514462
Lithuania,4/16/2021,Moderna,60689
Lithuania,4/16/2021,Oxford/AstraZeneca,182989
Lithuania,4/16/2021,Pfizer/BioNTech,527724
Lithuania,4/17/2021,Oxford/AstraZeneca,183878
Lithuania,4/17/2021,Pfizer/BioNTech,528468
Romania,12/27/2020,Moderna,0
Romania,12/27/2020,Oxford/AstraZeneca,0
Romania,12/27/2020,Pfizer/BioNTech,965
Romania,12/28/2020,Moderna,0
Romania,12/28/2020,Oxford/AstraZeneca,0
Romania,12/28/2020,Pfizer/BioNTech,2066
Romania,12/29/2020,Moderna,0
Romania,12/29/2020,Oxford/AstraZeneca,0
Romania,12/29/2020,Pfizer/BioNTech,2778
Romania,12/30/2020,Moderna,0
Romania,12/30/2020,Oxford/AstraZeneca,0
Romania,12/30/2020,Pfizer/BioNTech,5666
Romania,12/31/2020,Moderna,0
Romania,12/31/2020,Oxford/AstraZeneca,0
Romania,12/31/2020,Pfizer/BioNTech,10289
Romania,1/1/2021,Moderna,0
Romania,1/1/2021,Oxford/AstraZeneca,0
Romania,1/1/2021,Pfizer/BioNTech,11656
Romania,1/2/2021,Moderna,0
Romania,1/2/2021,Oxford/AstraZeneca,0
Romania,1/2/2021,Pfizer/BioNTech,13242
Romania,1/3/2021,Moderna,0
Romania,1/3/2021,Oxford/AstraZeneca,0
Romania,1/3/2021,Pfizer/BioNTech,13596
Romania,1/4/2021,Moderna,0
Romania,1/4/2021,Oxford/AstraZeneca,0
Romania,1/4/2021,Pfizer/BioNTech,25508
Romania,1/5/2021,Moderna,0
Romania,1/5/2021,Oxford/AstraZeneca,0
Romania,1/5/2021,Pfizer/BioNTech,41609
Romania,1/6/2021,Moderna,0
Romania,1/6/2021,Oxford/AstraZeneca,0
Romania,1/6/2021,Pfizer/BioNTech,58554
Romania,1/7/2021,Moderna,0
Romania,1/7/2021,Oxford/AstraZeneca,0
Romania,1/7/2021,Pfizer/BioNTech,76400
Romania,1/8/2021,Moderna,0
Romania,1/8/2021,Oxford/AstraZeneca,0
Romania,1/8/2021,Pfizer/BioNTech,92706
Romania,1/9/2021,Moderna,0
Romania,1/9/2021,Oxford/AstraZeneca,0
Romania,1/9/2021,Pfizer/BioNTech,102301
Romania,1/10/2021,Moderna,0
Romania,1/10/2021,Oxford/AstraZeneca,0
Romania,1/10/2021,Pfizer/BioNTech,108294
Romania,1/11/2021,Moderna,0
Romania,1/11/2021,Oxford/AstraZeneca,0
Romania,1/11/2021,Pfizer/BioNTech,125190
Romania,1/12/2021,Moderna,0
Romania,1/12/2021,Oxford/AstraZeneca,0
Romania,1/12/2021,Pfizer/BioNTech,140447
Romania,1/13/2021,Moderna,0
Romania,1/13/2021,Oxford/AstraZeneca,0
Romania,1/13/2021,Pfizer/BioNTech,154268
Romania,1/14/2021,Moderna,0
Romania,1/14/2021,Oxford/AstraZeneca,0
Romania,1/14/2021,Pfizer/BioNTech,168089
Romania,1/15/2021,Moderna,0
Romania,1/15/2021,Oxford/AstraZeneca,0
Romania,1/15/2021,Pfizer/BioNTech,184146
Romania,1/16/2021,Moderna,0
Romania,1/16/2021,Oxford/AstraZeneca,0
Romania,1/16/2021,Pfizer/BioNTech,196567
Romania,1/17/2021,Moderna,0
Romania,1/17/2021,Oxford/AstraZeneca,0
Romania,1/17/2021,Pfizer/BioNTech,204662
Romania,1/18/2021,Moderna,0
Romania,1/18/2021,Oxford/AstraZeneca,0
Romania,1/18/2021,Pfizer/BioNTech,234899
Romania,1/19/2021,Moderna,0
Romania,1/19/2021,Oxford/AstraZeneca,0
Romania,1/19/2021,Pfizer/BioNTech,269706
Romania,1/20/2021,Moderna,0
Romania,1/20/2021,Oxford/AstraZeneca,0
Romania,1/20/2021,Pfizer/BioNTech,308044
Romania,1/21/2021,Moderna,0
Romania,1/21/2021,Oxford/AstraZeneca,0
Romania,1/21/2021,Pfizer/BioNTech,347756
Romania,1/22/2021,Moderna,0
Romania,1/22/2021,Oxford/AstraZeneca,0
Romania,1/22/2021,Pfizer/BioNTech,385596
Romania,1/23/2021,Moderna,0
Romania,1/23/2021,Oxford/AstraZeneca,0
Romania,1/23/2021,Pfizer/BioNTech,418545
Romania,1/24/2021,Moderna,0
Romania,1/24/2021,Oxford/AstraZeneca,0
Romania,1/24/2021,Pfizer/BioNTech,445945
Romania,1/25/2021,Moderna,0
Romania,1/25/2021,Oxford/AstraZeneca,0
Romania,1/25/2021,Pfizer/BioNTech,484291
Romania,1/26/2021,Moderna,0
Romania,1/26/2021,Oxford/AstraZeneca,0
Romania,1/26/2021,Pfizer/BioNTech,528038
Romania,1/27/2021,Moderna,0
Romania,1/27/2021,Oxford/AstraZeneca,0
Romania,1/27/2021,Pfizer/BioNTech,570364
Romania,1/28/2021,Moderna,0
Romania,1/28/2021,Oxford/AstraZeneca,0
Romania,1/28/2021,Pfizer/BioNTech,609056
Romania,1/29/2021,Moderna,0
Romania,1/29/2021,Oxford/AstraZeneca,0
Romania,1/29/2021,Pfizer/BioNTech,646660
Romania,1/30/2021,Moderna,0
Romania,1/30/2021,Oxford/AstraZeneca,0
Romania,1/30/2021,Pfizer/BioNTech,672056
Romania,1/31/2021,Moderna,0
Romania,1/31/2021,Oxford/AstraZeneca,0
Romania,1/31/2021,Pfizer/BioNTech,691075
Romania,2/1/2021,Moderna,0
Romania,2/1/2021,Oxford/AstraZeneca,0
Romania,2/1/2021,Pfizer/BioNTech,720844
Romania,2/2/2021,Moderna,0
Romania,2/2/2021,Oxford/AstraZeneca,0
Romania,2/2/2021,Pfizer/BioNTech,748392
Romania,2/3/2021,Moderna,0
Romania,2/3/2021,Oxford/AstraZeneca,0
Romania,2/3/2021,Pfizer/BioNTech,771862
Romania,2/4/2021,Moderna,6443
Romania,2/4/2021,Oxford/AstraZeneca,0
Romania,2/4/2021,Pfizer/BioNTech,788012
Romania,2/5/2021,Moderna,14944
Romania,2/5/2021,Oxford/AstraZeneca,0
Romania,2/5/2021,Pfizer/BioNTech,806268
Romania,2/6/2021,Moderna,23087
Romania,2/6/2021,Oxford/AstraZeneca,0
Romania,2/6/2021,Pfizer/BioNTech,817385
Romania,2/7/2021,Moderna,31026
Romania,2/7/2021,Oxford/AstraZeneca,0
Romania,2/7/2021,Pfizer/BioNTech,824956
Romania,2/8/2021,Moderna,35454
Romania,2/8/2021,Oxford/AstraZeneca,0
Romania,2/8/2021,Pfizer/BioNTech,855554
Romania,2/9/2021,Moderna,40399
Romania,2/9/2021,Oxford/AstraZeneca,0
Romania,2/9/2021,Pfizer/BioNTech,889416
Romania,2/10/2021,Moderna,44448
Romania,2/10/2021,Oxford/AstraZeneca,0
Romania,2/10/2021,Pfizer/BioNTech,926179
Romania,2/11/2021,Moderna,47769
Romania,2/11/2021,Oxford/AstraZeneca,0
Romania,2/11/2021,Pfizer/BioNTech,961312
Romania,2/12/2021,Moderna,51388
Romania,2/12/2021,Oxford/AstraZeneca,0
Romania,2/12/2021,Pfizer/BioNTech,997068
Romania,2/13/2021,Moderna,54855
Romania,2/13/2021,Oxford/AstraZeneca,0
Romania,2/13/2021,Pfizer/BioNTech,1028900
Romania,2/14/2021,Moderna,57881
Romania,2/14/2021,Oxford/AstraZeneca,0
Romania,2/14/2021,Pfizer/BioNTech,1055753
Romania,2/15/2021,Moderna,60916
Romania,2/15/2021,Oxford/AstraZeneca,6812
Romania,2/15/2021,Pfizer/BioNTech,1083043
Romania,2/16/2021,Moderna,63951
Romania,2/16/2021,Oxford/AstraZeneca,13624
Romania,2/16/2021,Pfizer/BioNTech,1111098
Romania,2/17/2021,Moderna,69323
Romania,2/17/2021,Oxford/AstraZeneca,22956
Romania,2/17/2021,Pfizer/BioNTech,1139713
Romania,2/18/2021,Moderna,71707
Romania,2/18/2021,Oxford/AstraZeneca,31858
Romania,2/18/2021,Pfizer/BioNTech,1168247
Romania,2/19/2021,Moderna,72378
Romania,2/19/2021,Oxford/AstraZeneca,41296
Romania,2/19/2021,Pfizer/BioNTech,1196266
Romania,2/20/2021,Moderna,72676
Romania,2/20/2021,Oxford/AstraZeneca,50440
Romania,2/20/2021,Pfizer/BioNTech,1219748
Romania,2/21/2021,Moderna,72791
Romania,2/21/2021,Oxford/AstraZeneca,58747
Romania,2/21/2021,Pfizer/BioNTech,1239270
Romania,2/22/2021,Moderna,72935
Romania,2/22/2021,Oxford/AstraZeneca,68534
Romania,2/22/2021,Pfizer/BioNTech,1259204
Romania,2/23/2021,Moderna,73010
Romania,2/23/2021,Oxford/AstraZeneca,78141
Romania,2/23/2021,Pfizer/BioNTech,1278866
Romania,2/24/2021,Moderna,73017
Romania,2/24/2021,Oxford/AstraZeneca,87871
Romania,2/24/2021,Pfizer/BioNTech,1297346
Romania,2/25/2021,Moderna,73020
Romania,2/25/2021,Oxford/AstraZeneca,98055
Romania,2/25/2021,Pfizer/BioNTech,1307417
Romania,2/26/2021,Moderna,73020
Romania,2/26/2021,Oxford/AstraZeneca,109339
Romania,2/26/2021,Pfizer/BioNTech,1315258
Romania,2/27/2021,Moderna,73020
Romania,2/27/2021,Oxford/AstraZeneca,119310
Romania,2/27/2021,Pfizer/BioNTech,1320991
Romania,2/28/2021,Moderna,73020
Romania,2/28/2021,Oxford/AstraZeneca,127371
Romania,2/28/2021,Pfizer/BioNTech,1324066
Romania,3/1/2021,Moderna,73020
Romania,3/1/2021,Oxford/AstraZeneca,136586
Romania,3/1/2021,Pfizer/BioNTech,1347000
Romania,3/2/2021,Moderna,73020
Romania,3/2/2021,Oxford/AstraZeneca,146051
Romania,3/2/2021,Pfizer/BioNTech,1375693
Romania,3/3/2021,Moderna,73020
Romania,3/3/2021,Oxford/AstraZeneca,154730
Romania,3/3/2021,Pfizer/BioNTech,1405699
Romania,3/4/2021,Moderna,79862
Romania,3/4/2021,Oxford/AstraZeneca,162337
Romania,3/4/2021,Pfizer/BioNTech,1434988
Romania,3/5/2021,Moderna,88224
Romania,3/5/2021,Oxford/AstraZeneca,170102
Romania,3/5/2021,Pfizer/BioNTech,1466214
Romania,3/6/2021,Moderna,96530
Romania,3/6/2021,Oxford/AstraZeneca,177516
Romania,3/6/2021,Pfizer/BioNTech,1499132
Romania,3/7/2021,Moderna,104227
Romania,3/7/2021,Oxford/AstraZeneca,184012
Romania,3/7/2021,Pfizer/BioNTech,1530123
Romania,3/8/2021,Moderna,108871
Romania,3/8/2021,Oxford/AstraZeneca,190326
Romania,3/8/2021,Pfizer/BioNTech,1562623
Romania,3/9/2021,Moderna,113813
Romania,3/9/2021,Oxford/AstraZeneca,197660
Romania,3/9/2021,Pfizer/BioNTech,1598547
Romania,3/10/2021,Moderna,117819
Romania,3/10/2021,Oxford/AstraZeneca,204910
Romania,3/10/2021,Pfizer/BioNTech,1638693
Romania,3/11/2021,Moderna,121218
Romania,3/11/2021,Oxford/AstraZeneca,211212
Romania,3/11/2021,Pfizer/BioNTech,1678903
Romania,3/12/2021,Moderna,124766
Romania,3/12/2021,Oxford/AstraZeneca,217059
Romania,3/12/2021,Pfizer/BioNTech,1718894
Romania,3/13/2021,Moderna,128144
Romania,3/13/2021,Oxford/AstraZeneca,222922
Romania,3/13/2021,Pfizer/BioNTech,1758375
Romania,3/14/2021,Moderna,131137
Romania,3/14/2021,Oxford/AstraZeneca,228280
Romania,3/14/2021,Pfizer/BioNTech,1792723
Romania,3/15/2021,Moderna,137600
Romania,3/15/2021,Oxford/AstraZeneca,235679
Romania,3/15/2021,Pfizer/BioNTech,1828437
Romania,3/16/2021,Moderna,149732
Romania,3/16/2021,Oxford/AstraZeneca,242742
Romania,3/16/2021,Pfizer/BioNTech,1869226
Romania,3/17/2021,Moderna,158781
Romania,3/17/2021,Oxford/AstraZeneca,249300
Romania,3/17/2021,Pfizer/BioNTech,1907900
Romania,3/18/2021,Moderna,165150
Romania,3/18/2021,Oxford/AstraZeneca,256243
Romania,3/18/2021,Pfizer/BioNTech,1946513
Romania,3/19/2021,Moderna,169966
Romania,3/19/2021,Oxford/AstraZeneca,263394
Romania,3/19/2021,Pfizer/BioNTech,1984407
Romania,3/20/2021,Moderna,174732
Romania,3/20/2021,Oxford/AstraZeneca,271485
Romania,3/20/2021,Pfizer/BioNTech,2022454
Romania,3/21/2021,Moderna,179154
Romania,3/21/2021,Oxford/AstraZeneca,279325
Romania,3/21/2021,Pfizer/BioNTech,2054609
Romania,3/22/2021,Moderna,183177
Romania,3/22/2021,Oxford/AstraZeneca,286648
Romania,3/22/2021,Pfizer/BioNTech,2090459
Romania,3/23/2021,Moderna,187546
Romania,3/23/2021,Oxford/AstraZeneca,294985
Romania,3/23/2021,Pfizer/BioNTech,2135815
Romania,3/24/2021,Moderna,191868
Romania,3/24/2021,Oxford/AstraZeneca,302969
Romania,3/24/2021,Pfizer/BioNTech,2182617
Romania,3/25/2021,Moderna,196122
Romania,3/25/2021,Oxford/AstraZeneca,310485
Romania,3/25/2021,Pfizer/BioNTech,2229733
Romania,3/26/2021,Moderna,200231
Romania,3/26/2021,Oxford/AstraZeneca,318056
Romania,3/26/2021,Pfizer/BioNTech,2273184
Romania,3/27/2021,Moderna,204969
Romania,3/27/2021,Oxford/AstraZeneca,326640
Romania,3/27/2021,Pfizer/BioNTech,2318409
Romania,3/28/2021,Moderna,209212
Romania,3/28/2021,Oxford/AstraZeneca,334912
Romania,3/28/2021,Pfizer/BioNTech,2360607
Romania,3/29/2021,Moderna,213039
Romania,3/29/2021,Oxford/AstraZeneca,342263
Romania,3/29/2021,Pfizer/BioNTech,2401887
Romania,3/30/2021,Moderna,217516
Romania,3/30/2021,Oxford/AstraZeneca,349827
Romania,3/30/2021,Pfizer/BioNTech,2454264
Romania,3/31/2021,Moderna,221682
Romania,3/31/2021,Oxford/AstraZeneca,356402
Romania,3/31/2021,Pfizer/BioNTech,2501784
Romania,4/1/2021,Moderna,226033
Romania,4/1/2021,Oxford/AstraZeneca,362660
Romania,4/1/2021,Pfizer/BioNTech,2548790
Romania,4/2/2021,Moderna,230533
Romania,4/2/2021,Oxford/AstraZeneca,368974
Romania,4/2/2021,Pfizer/BioNTech,2595945
Romania,4/3/2021,Moderna,235329
Romania,4/3/2021,Oxford/AstraZeneca,374819
Romania,4/3/2021,Pfizer/BioNTech,2640729
Romania,4/4/2021,Moderna,239724
Romania,4/4/2021,Oxford/AstraZeneca,379020
Romania,4/4/2021,Pfizer/BioNTech,2680468
Romania,4/5/2021,Moderna,243667
Romania,4/5/2021,Oxford/AstraZeneca,382996
Romania,4/5/2021,Pfizer/BioNTech,2723919
Romania,4/6/2021,Moderna,248385
Romania,4/6/2021,Oxford/AstraZeneca,386430
Romania,4/6/2021,Pfizer/BioNTech,2770716
Romania,4/7/2021,Moderna,253339
Romania,4/7/2021,Oxford/AstraZeneca,389001
Romania,4/7/2021,Pfizer/BioNTech,2818530
Romania,4/8/2021,Moderna,258603
Romania,4/8/2021,Oxford/AstraZeneca,391469
Romania,4/8/2021,Pfizer/BioNTech,2867621
Romania,4/9/2021,Moderna,263626
Romania,4/9/2021,Oxford/AstraZeneca,393982
Romania,4/9/2021,Pfizer/BioNTech,2914374
Romania,4/10/2021,Moderna,271279
Romania,4/10/2021,Oxford/AstraZeneca,397094
Romania,4/10/2021,Pfizer/BioNTech,2965548
Romania,4/11/2021,Moderna,278832
Romania,4/11/2021,Oxford/AstraZeneca,399252
Romania,4/11/2021,Pfizer/BioNTech,3012825
Romania,4/12/2021,Moderna,287423
Romania,4/12/2021,Oxford/AstraZeneca,407271
Romania,4/12/2021,Pfizer/BioNTech,3059096
Romania,4/13/2021,Moderna,296167
Romania,4/13/2021,Oxford/AstraZeneca,417067
Romania,4/13/2021,Pfizer/BioNTech,3117146
Romania,4/14/2021,Moderna,305182
Romania,4/14/2021,Oxford/AstraZeneca,426913
Romania,4/14/2021,Pfizer/BioNTech,3178405
Romania,4/15/2021,Moderna,314259
Romania,4/15/2021,Oxford/AstraZeneca,436165
Romania,4/15/2021,Pfizer/BioNTech,3240132
Romania,4/16/2021,Moderna,323062
Romania,4/16/2021,Oxford/AstraZeneca,446329
Romania,4/16/2021,Pfizer/BioNTech,3300799
United States,1/12/2021,Moderna,3835859
United States,1/12/2021,Pfizer/BioNTech,5488697
United States,1/13/2021,Moderna,4249795
United States,1/13/2021,Pfizer/BioNTech,6025872
United States,1/15/2021,Moderna,5122662
United States,1/15/2021,Pfizer/BioNTech,7153268
United States,1/19/2021,Moderna,6828561
United States,1/19/2021,Pfizer/BioNTech,8874811
United States,1/20/2021,Moderna,7239750
United States,1/20/2021,Pfizer/BioNTech,9281063
United States,1/21/2021,Moderna,7724683
United States,1/21/2021,Pfizer/BioNTech,9817027
United States,1/22/2021,Moderna,8407909
United States,1/22/2021,Pfizer/BioNTech,10695066
United States,1/23/2021,Moderna,9061112
United States,1/23/2021,Pfizer/BioNTech,11471457
United States,1/24/2021,Moderna,9689497
United States,1/24/2021,Pfizer/BioNTech,12153536
United States,1/25/2021,Moderna,10084432
United States,1/25/2021,Pfizer/BioNTech,12551999
United States,1/26/2021,Moderna,10431466
United States,1/26/2021,Pfizer/BioNTech,13009981
United States,1/27/2021,Moderna,11001991
United States,1/27/2021,Pfizer/BioNTech,13550835
United States,1/28/2021,Moderna,11737592
United States,1/28/2021,Pfizer/BioNTech,14355980
United States,1/29/2021,Moderna,12619210
United States,1/29/2021,Pfizer/BioNTech,15164858
United States,1/30/2021,Moderna,13499942
United States,1/30/2021,Pfizer/BioNTech,15977015
United States,1/31/2021,Moderna,14246089
United States,1/31/2021,Pfizer/BioNTech,16775916
United States,2/1/2021,Moderna,14756609
United States,2/1/2021,Pfizer/BioNTech,17364398
United States,2/2/2021,Moderna,15006565
United States,2/2/2021,Pfizer/BioNTech,17672866
United States,2/3/2021,Moderna,15567188
United States,2/3/2021,Pfizer/BioNTech,18209204
United States,2/4/2021,Moderna,16260102
United States,2/4/2021,Pfizer/BioNTech,18841309
United States,2/5/2021,Moderna,17133644
United States,2/5/2021,Pfizer/BioNTech,19582865
United States,2/6/2021,Moderna,18336515
United States,2/6/2021,Pfizer/BioNTech,20598212
United States,2/7/2021,Moderna,19485089
United States,2/7/2021,Pfizer/BioNTech,21622193
United States,2/8/2021,Moderna,20066305
United States,2/8/2021,Pfizer/BioNTech,22247484
United States,2/9/2021,Moderna,20416765
United States,2/9/2021,Pfizer/BioNTech,22685406
United States,2/10/2021,Moderna,21189540
United States,2/10/2021,Pfizer/BioNTech,23475749
United States,2/11/2021,Moderna,22038088
United States,2/11/2021,Pfizer/BioNTech,24246868
United States,2/12/2021,Moderna,23111715
United States,2/12/2021,Pfizer/BioNTech,25192628
United States,2/13/2021,Moderna,24297615
United States,2/13/2021,Pfizer/BioNTech,26237417
United States,2/14/2021,Moderna,25505313
United States,2/14/2021,Pfizer/BioNTech,27271797
United States,2/16/2021,Moderna,26738383
United States,2/16/2021,Pfizer/BioNTech,28374410
United States,2/17/2021,Moderna,27287041
United States,2/17/2021,Pfizer/BioNTech,28886690
United States,2/18/2021,Moderna,28043413
United States,2/18/2021,Pfizer/BioNTech,29585627
United States,2/19/2021,Moderna,29044336
United States,2/19/2021,Pfizer/BioNTech,30431247
United States,2/20/2021,Moderna,29909492
United States,2/20/2021,Pfizer/BioNTech,31270062
United States,2/21/2021,Moderna,30747615
United States,2/21/2021,Pfizer/BioNTech,32232422
United States,2/22/2021,Moderna,31212925
United States,2/22/2021,Pfizer/BioNTech,32853883
United States,2/23/2021,Moderna,31569021
United States,2/23/2021,Pfizer/BioNTech,33352170
United States,2/24/2021,Moderna,32194245
